,itemname,tag
43974,Raspberry Mojito,Fruit Juice
43977,Chapathi,Roti
43979,Deviled Fish Samba Rice & Curry,Rice
43985,Hyderabadi Chicken,Curry
43986,Peppermint Mojito,Fruit Juice
43989,Prawn Masala kottu,Kottu
43998,Passion Fruit Mojito,Fruit Juice
44004,Chilli Naan,Roti
44008,Masala Chicken Curry,Curry
44009,Strawberry Mojito,Fruit Juice
44010,Egg Palandi,Curry
44021,Lime Soda,Fruit Juice
44031,Beef Palandi,Curry
44040,Beef Bistake Curry,Curry
44041,Kiwi Smoothie,Shakes
44046,Beef Roast Curry,Rice
44053,Beef Fry,Curry
44074,Chicken Manchurian - Dry,Curry
44082,Spicy Beef Submarine,Submarine
44096,Anoda Juice,Fruit Juice
44097,Chilli Chicken - Gravy,Stir Fry
44103,Devilled Chicken Kottu,Kottu
44110,Cottage Cheese & Vegetable Cutlet Kottu Roti,Kottu
44117,Calcutta Special Mutton,Curry
44120,Ginger Iced Tea,Tea
44122,Mix Spiced Chicken Breast Kottu Roti,Kottu
44130,Raspberry Iced Tea,Tea
44140,Masala Mutton (Gravy),Curry
44143,Raspberry Crush,Fruit Juice
44149,Passion Fruit Crush,Fruit Juice
44154,Charcoal Waffles with Smoked Salmon & Cream Cheese,Waffles
44159,Citrus Layers,Fruit Juice
44164,Lime Crush,Fruit Juice
44169,Kiwi Crush,Fruit Juice
44174,Mango Crush,Fruit Juice
44177,Chicken Masala Cheese Kotthu,Kottu
44182,Prawns Deviled,Bites
44184,Seafood Cheese Kotthu,Kottu
44188,Chicken Cheese Dolphin Kottu,Kottu
44190,Beef Dolphin,Roti
44194,Egg String Hoppers Cheese Kotthu,Kottu
44197,Cuttlefish Samba Rice & Curry,Rice
44200,Beef Cheese Dolphin Kottu,Kottu
44202,Chicken String Hopper Cheese Kotthu,Kottu
44203,Seeni Sambol & Cheese Roast Paan Sandwich with Yarre Tea,Sandwiches
44204,Cantaloupe  Juice,Fruit Juice
44206,Beef Kottu Rice,Rice
44209,Habibiz Special Kottu,Kottu
44210,Seeni Sambol & Cheese Roast Paan Sandwich with Organic Ceylon Black Coffee,Sandwiches
44226,Mayo Dip,Condiments
44231,Charcoal Waffles with Fried Chicken,Waffles
44233,Mixed Seafood Noodles (Small),Noodles
44236,Panneer Naan,Roti
44239,Cottage Cheese & Vegetable Cutlet Mongolian Rice,Rice
44240,BBQ Sauce Cup,Condiments
44245,Cucumber & Carrot Juice,Fruit Juice
44258,Mix Spiced Chicken Breast Mongolian Rice,Rice
44262,Fish Deviled,Bites
44265,Mix Spiced Chicken Lollipop Mongolian Rice,Rice
44274,Malay Style Mixed Noodles With Mushroom,Noodles
44276,Cuttlefish Deviled,Bites
44283,Carrot & Pumpkin Juice,Fruit Juice
44294,Ghee Parata,Roti
44298,Sri Lankan Egg Rotti,Roti
44302,(12) Peri Peri Wings,Bites
44309,Mini Egg Mayo Sub,Submarine
44312,Passion Fruit Crush,Soft Drinks
44321,Charcoal Waffles with Ice Cream,Waffles
44322,Orange & Pumpkin Juice,Fruit Juice
44325,Raspberry Crush,Shakes
44329,Egg & Cheese Murthaba,Roti
44338,Soan Papdi Packet,Indian Sweets
44341,Passion & Raspberry Crush,Soft Drinks
44343,Chicken & Cheese Murthaba,Roti
44347,Carrot & Orange Juice,Fruit Juice
44349,Roast Chicken Masala,Curry
44352,Mutton Palandi,Curry
44353,Beef & Cheese Murthaba,Roti
44358,Spicy Vegetable Noodles With Mushroom,Noodles
44360,Cheese Parata Portion with Quarter Chicken,Roti
44366,Strawberry & Banana Crush,Shakes
44374,Lime & Mint Crush,Soft Drinks
44379,Fried Rice with Quarter Chicken,Rice
44382,Mini Fried Rice,Rice
44399,Abaralla Juice,Fruit Juice
44403,The Barnesbury Chocolate Fantasy,Shakes
44408,Brownie & Chocolate Shake,Shakes
44419,Chocolate Hazelnut Shake,Shakes
44421,Prawns Samba Rice & Curry,Rice
44423,Star Fruit Juice,Fruit Juice
44426,Oreo Chocolate Shake,Shakes
44434,Coffee Shake,Shakes
44440,Cheese Macaroni,Pasta
44460,Chapatti Wrap - B.B.Q. Chicken,Wrap
44464,Strawberry & Passion Shake,Shakes
44465,Veg Kofta,Curry
44477,Mutton Kottu Rice,Rice
44482,Fried Roll Ice Cream,Ice Cream
44494,Raspberry Smoothie,Shakes
44499,Curry Prawn,Curry
44501,Blueberry Smoothie,Shakes
44506,Chicken Classic Burger,Burger
44512,Dry Fish Samba Rice & Curry,Rice
44519,Aloevera & lime,Fruit Juice
44539,Peri Peri Chips,Bites
44540,Vegetable Breakfast Sandwich,Sandwiches
44543,Mixed Fruit Sherbert,Shakes
44550,Fried Rice with Mutton,Rice
44557,Aloevera & Ginger,Fruit Juice
44559,Chili Chicken Shawarma,Shawarma
44560,Malay Style Prawn Curry,Curry
44562,Egg Breakfast Sandwich,Sandwiches
44568,Grilled Beef Shawarma,Shawarma
44574,Chicken Breakfast Sandwich,Sandwiches
44579,Aloo Pepper Fry,Curry
44593,Tuna Breakfast Sandwich,Sandwiches
44596,Rise & Shine Smoothie Bowl,Shakes
44601,Superberry Smoothie Bowl,Shakes
44604,Devilled Crab,Stir Fry
44607,Sprat Samba Rice & Curry,Rice
44616,Chicken Keema Masala,Curry
44624,Liver Cleansing Salad Bowl,Salad
44627,Peri Peri Sauce,Condiments
44630,Mixed Green Salad,Salad
44635,Protein Boosting Salad,Salad
44639,Chillie Mushroom,Curry
44641,Revitalizing Detox Salad,Salad
44649,Hydrating Salad,Salad
44656,Master Cleanse Greek Salad,Salad
44662,Iron Boosting Salad,Salad
44683,Special Falooda,Shakes
44686,Strawberry Daiquiri,Soft Drinks
44689,Almond Falooda,Shakes
44690,Fresh Vegetable Sandwich,Sandwiches
44693,Fish Kuruma,Curry
44695,Nelli Falooda,Shakes
44699,Malay Style Fish Curry,Curry
44700,Mutton Samba Rice & Curry,Rice
44703,Nannari Falooda,Shakes
44706,Fish Masala [Thalapath],Curry
44712,Chocolate Falooda,Shakes
44719,Fruit Falooda,Shakes
44720,Honey Mustard Grilled Chicken Sandwich,Sandwiches
44725,Thai Spiced Chicken Sandwich,Sandwiches
44726,Shake Falooda,Shakes
44731,Plain Lassi,Shakes
44732,Poached Egg Sandwiches,Sandwiches
44735,Fish Curry [Seer Fish],Curry
44738,Ice Coffee Float,Coffee
44742,Devilled Fish [Seer Fish],Stir Fry
44744,Woodapple Lassi,Shakes
44746,Fish Chettinad,Curry
44749,Vegetable Atta Wrap,Wrap
44751,Papaya Lassi,Shakes
44752,Watermelon & Orange,Fruit Juice
44756,Malay Style Fish Curry [Seer Fish],Curry
44758,Egg Atta Wrap,Wrap
44761,Gobi Mushroom Fry,Stir Fry
44763,Chicken Atta Wrap,Wrap
44772,Chicken Caesar Atta Wrap,Wrap
44775,Fish with Hot Garlic Sauce,Stir Fry
44780,Mediterranean Chicken Wrap,Wrap
44783,Kerala Fish Curry,Curry
44785,Paella (Spanish Rice),Rice
44796,Seafood Paella,Rice
44805,Beef Pepper Fry,Stir Fry
44810,Vegetable Shepherd Pie (Complete Meal),Short eats
44817,Beef Curry Large,Curry
44818,Beef Chettinad,Curry
44819,Caramel Choco Mocha Frappe,Coffee
44822,Beef Liver Curry,Curry
44826,Dates Milkshake,Shakes
44827,Beef Liver Masala,Curry
44832,Beef Chukka,Curry
44834,Chocolate Chip Fudge Frappe,Coffee
44842,Chillie Gobi Fry,Stir Fry
44846,Chicken Samba Rice & Curry,Rice
44854,Peri Peri Chicken Skewers (2),Bites
44855,Cajun Spiced Grilled Chicken,Stir Fry
44858,Prawn Pepper Fry,Stir Fry
44860,Beef Rump Steak,Sandwiches
44864,Fried Stone Ice Cream,Ice Cream
44867,Prawn Chettinad,Stir Fry
44868,Mustard Beef,Curry
44875,Prawn with Hot Garlic Sauce,Stir Fry
44878,Kang Kung Beef,Stir Fry
44879,Prawn with Black Pepper,Stir Fry
44887,Garlic Cauliflower,Curry
44889,Cuttlefish Pepper Fry,Stir Fry
44900,Cuttlefish Chettinad,Curry
44903,Cuttlefish with Hot Garlic Sauce,Stir Fry
44908,Dark Chocolate Energy Bars,Desserts
44911,Stir Fried Beef with Mushroom,Stir Fry
44916,Cauliflower Manchurian,Stir Fry
44917,Mango Date Juice,Fruit Juice
44920,Egg Bhurji,Street Food
44922,Tandoori Kottu,Kottu
44923,Spicy Chicken Samba Rice & Curry,Rice
44928,Beef Kadai,Curry
44929,Mexican Spicy One Pot Salad,Salad
44939,Pakistan Mixed Beef Kuruma,Curry
44945,Beef Red Curry,Curry
44950,Veg Manchurian,Stir Fry
44952,Tandoori Cheese Kottu,Kottu
44954,Aloo Masala,Stir Fry
44965,Brain Curry,Curry
44983,Devilled Babath,Stir Fry
44989,Fried Kankung with Garlic,Stir Fry
44991,Healthy Chocolate Mousse,Desserts
44994,Babath & Tripe Masala,Curry
44996,Fruity Curd,Desserts
45000,Mixed Beef Curry [champuran Curry],Curry
45003,Heavenly Dark Chocolate Melt,Condiments
45008,Blueberry Granola Parfait,Desserts
45013,Banana Strawberry Granola Parfait,Desserts
45016,Chicken Palandi Full,Stir Fry
45018,Chocolate & Strawberry Parfait,Desserts
45021,Chicken Palandi Half,Stir Fry
45022,Berry Blaze,Fruit Juice
45024,Chicken Palandi Quarter,Stir Fry
45025,Red Mint Cleanser,Fruit Juice
45028,Tempered Roast Tongue,Stir Fry
45030,Super Detox,Shakes
45035,Orange Energizer,Fruit Juice
45042,Deviled Chicken Samba Rice & Curry,Rice
45053,Flush My Fat,Fruit Juice
45060,Banana  Milkshake,Shakes
45066,Energetic Banana Oatmeal Smoothie,Shakes
45070,Passionade Smoothie,Shakes
45076,Green Goddess,Shakes
45094,Vegetable Sweet Corn Soup,Soup
45099,Egg Sweet Corn Soup,Soup
45102,Fresh Papaya Juice,Fruit Juice
45107,Fresh Pineapple Juice,Fruit Juice
45113,Fresh Lime Juice,Fruit Juice
45116,Fresh Watermelon Juice 1500ml,Fruit Juice
45124,Mutton Hot & Sour Soup,Soup
45129,Vanilla Milkshake 1500ml,Shakes
45144,Chicken Parts Samba Rice & Curry,Rice
45168,Habibiz Special Salad,Salad
45184,Chicken Pepper Fry Kotthu,Kottu
45186,Beef Pepper Fry Kotthu,Kottu
45206,Rice & Curry with Quarter Chicken,Rice
45216,Channa Curry,Curry
45218,Mango & Banana Milkshake,Shakes
45219,Paneer Mushroom Fry,Stir Fry
45236,Un.Beet.Able Latte,Coffee
45238,Chicken Murthaba Cheese,Curry
45253,Mint & Lime,Fruit Juice
45263,Arabic Champagne,Soft Drinks
45268,Mixed Sweets Assortment Box,Indian Sweets
45269,Pulka,Roti
45272,Roti,Roti
45277,Butter Parata,Roti
45279,Aloo Stuffed Parata,Roti
45281,Puthina Parota,Roti
45283,Onion Kulcha,Roti
45285,Masala Kulcha,Roti
45289,Rasam Soup,Soup
45295,Mrithaniya Soup,Soup
45298,Mritom Soup,Soup
45300,Tea,Tea
45305,Special Sweets Assortment Box,Indian Sweets
45306,Mint Lassi,Shakes
45307,Milo,Shakes
45308,Falooda with Ice Cream,Shakes
45314,Omelette Rice,Rice
45316,BBQ Chicken Sandwich,Sandwiches
45322,Nannari with Lime,Fruit Juice
45335,Mirinda,Soft Drinks
45339,Ice Cream Sandwich Waffle,Waffles
45343,Bullseye Rice,Rice
45345,Spicy Tuna Sandwich,Sandwiches
45346,Brownie with Ice Cream,Ice Cream
45355,Nutella & Banana with Ice Cream Waffle,Waffles
45387,Nutella Dipped with Ice Cream Waffle,Waffles
45395,Kulfi,Indian Sweets
45400,Samba Biryani Beef,Biriyani
45402,Spicy Chicken Pasta,Pasta
45403,Char Grilled Chicken Kottu,Kottu
45405,Sweet Parata,Roti
45409,Cheesy Egg & Pol Sambol Sandwich,Sandwiches
45411,Crispy Chicken Strips,Bites
45413,Chunky Chips,Bites
45414,Churros with Chocolate Sauce,Bites
45420,Crispy Nutella & Chocolate Waffle,Waffles
45425,Egg Caesar Salad,Salad
45426,Brownie Skewers,Desserts
45428,String Hoppers Egg Biriyani,Biriyani
45432,Warm Brownie,Desserts
45433,Mayonnaise,Condiments
45435,Salmon Caesar Salad,Salad
45452,Smoke Salmon Pasta,Pasta
45454,Tomato Base Prawn Pasta,Pasta
45458,Tomato Base Chicken Pasta,Pasta
45463,Tomato Base Vegetarian Pasta,Pasta
45465,White Asparagus Soup,Soup
45471,Double Decker Chicken Burger,Burger
45485,Special Boondhi,Indian Sweets
45486,Charlie Burger,Burger
45487,Signature Chicken Burger,Burger
45491,King Junior Burger,Burger
45498,Laddu,Indian Sweets
45502,Chicken Cheese Masala Submarine,Submarine
45505,BBQ Hot Dog Sausages,Short eats
45509,Signature Beef Burger,Burger
45537,Vegan Burger,Burger
45547,Ginger & Lime Juice,Fruit Juice
45548,Mango & Passion Juice,Fruit Juice
45557,Chicken Paprika  Burger,Burger
45560,Peanut Butter Milkshake,Shakes
45562,Lime with Coke,Soft Drinks
45563,Lime with Sprite,Soft Drinks
45568,Pilawoos Special Tea (2),Tea
45572,Lime Tea (2),Tea
45575,Ginger Tea (3),Tea
45625,Sriracha Fish Burger,Burger
45627,Chicken Parts Fried Rice,Rice
45631,Grill Chicken Burger,Burger
45634,Salted Caramel Biscuit Pudding,Desserts
45637,Tiramisu Cake,Cakes
45638,Double Chocolate Cheesecake,Desserts
45640,Deviled Fish Fried Rice,Rice
45643,Standard 36 - Milk Tea Powder,Tea
45646,Chai Latte,Tea
45648,Natural Ginger Black Tea,Tea
45649,Earl Grey,Tea
45650,Iced Strawberry,Fruit Juice
45651,Iced Peach,Fruit Juice
45652,Iced Lemon,Fruit Juice
45654,Iced Thai Milk Tea,Tea
45657,Mint & Chocolate,Tea
45658,Iced Mojito,Soft Drinks
45659,Iced Soursop Lychee,Fruit Juice
45660,French Vanilla Cheese Tea,Tea
45662,Mixed Berry Cheese Tea,Tea
45665,Cheese Burger Chicken,Burger
45666,Silver Tip,Tea
45670,King Coconut,Fruit Juice
45673,Vegetable Noodle,Noodles
45688,Chicken Parts Kottu,Kottu
45690,Caramel Frappe,Coffee
45691,Mocha Frappe,Coffee
45693,Deviled Fish Kottu,Kottu
45702,Double Chocolate Cheesecake,Cakes
45706,Condensed Milk Coffee,Coffee
45711,Standard 36 - Milk Tea,Tea
45716,Vietnamese Egg Coffee,Coffee
45718,Chai Latte,Coffee
45723,Iced Strawberry,Tea
45724,Iced Peach,Tea
45725,Iced Lemon,Tea
45728,Apple Cinnamon,Tea
45735,Iced Soursop Lychee,Tea
45736,Island Lush Tea Tin,Tea
45739,French Vanilla Tea Tin,Tea
45740,Jasmin Song Tea Tin,Tea
45741,Honey,Condiments
45753,Dry Fish,Curry
45754,Ferrero Lavish,Shakes
45763,Roast Chicken Piece,Bites
45771,Cheesecake Lavish,Shakes
45777,Cookies & Cream,Shakes
45782,Mint Chocolate Milkshake,Shakes
45789,Fresh Cream,Condiments
45790,Chocolate Sauce,Condiments
45815,Fresh Strawberries,Condiments
46171,Marmite Veggie Wrap,Kottu
46188,Chocolate Tres Leches,Desserts
46189,Chocstasy,Desserts
46190,White Chocstasy,Desserts
46205,Thoma Special Chicken Burger,Burger
46206,Shawarma Burger,Shawarma
46209,Salfe Mini Burger,Burger
46211,Salfe Chicken Burger,Burger
46212,Beef Patty Burger,Burger
46214,(5) Egg Cutlet,Short eats
46215,Crispy Salfe Chicken Submarine,Submarine
46216,(5) Egg Rolls,Short eats
46217,Chicken Biriyani (Keeri Samba),Biriyani
46219,Bottled Narang Juice 370ml,Fruit Juice
46220,(5) Chicken Samosa,Short eats
46222,Egg Biriyani (Keeri Samba),Biriyani
46223,Bottled Passion Fruit Juice 370ml,Fruit Juice
46224,Fish Rolls (5),Short eats
46225,Bottled Fresh Ginger Beer 370ml,Soft Drinks
46226,Samba Fish Biriyani,Biriyani
46233,Set Menu Cuttlefish,Rice
46235,Nuga Parata with Chicken Curry,Roti
46238,Basmathi Egg Biriyani,Biriyani
46240,Nuga Parata with Mutton Curry,Roti
46246,Chicken Pasta Set Menu,Pasta
46247,Nuga Parata with Chickpea Curry,Roti
46251,Fish Pasta Set Menu,Pasta
46258,Vegetable Pasta Set Menu,Pasta
46262,Tip Top Special Fried Rice,Rice
46264,Mango Chutney,Condiments
46266,Cheese Egg Burger,Burger
46270,Chopsuey Fried Rice,Rice
46273,Jumbo Beef or Chicken Sub,Submarine
46279,Masala Vadai (2),Short eats
46281,Egg Kotthu Rotti,Kottu
46284,Pack of 6 Mini Waffles,Waffles
46288,Onion Vadai (2),Short eats
46291,Fish Kotthu Rotti,Kottu
46299,Roastered Tomato Soup,Soup
46302,Fettuccini (Chicken),Pasta
46304,Chicken Pot Biriyani,Biriyani
46311,Moroccan Style Cous Cous Chicken Soup,Soup
46313,Omelette Fried Rice (Keeri Samba),Rice
46314,Rice & Curry Fried Fish,Rice
46318,Rolls (2),Short eats
46319,Chocolate Indulge (350 ml),Ice Cream
46320,"Chicken, Pol Sambol & Cheese Waffle",Waffles
46322,Chicken Wasabi Sandwich with Cheese & Cucumber Pickle,Sandwiches
46330,Rice & Curry Chicken Curry,Rice
46331,Strawberry Froyo (350 ml),Ice Cream
46335,Cheese Mini Sub,Submarine
46336,Mix Pastas,Pasta
46338,Southern Fried Chicken & Cheese Sandwich,Sandwiches
46341,Thai Special Seafood Fried Rice,Rice
46344,Wok Fried Rice with Chicken,Rice
46348,Sweet Boley,Desserts
46349,Egg Pastas,Pasta
46353,Southern Fried Chicken & Cheese Waffle,Waffles
46356,Thai Special Mixed Fried Rice,Rice
46359,Strawberry Sorbet (350 ml) Dairy Free,Ice Cream
46360,Nasi Goreng Sea Food,Rice
46362,Devilled Dolphin Kottu,Kottu
46364,Masala Boley,Desserts
46365,Waffle with Strawberries & Nutella,Waffles
46369,Chopsuey Mixed Fried Rice,Rice
46372,Chilli Chicken Cheese Burger,Burger
46375,Uppuma (2),Short eats
46378,Waffle with Bananas & Chocolate Sauce,Waffles
46383,Tip Top Special Fried Noodles,Noodles
46389,"Waffle with Strawberries, Bananas & Nutella",Waffles
46392,Chilli Beef Cheese Burger,Burger
46394,Shawarma Rotti [2 Pcs],Shawarma
46395,(3)Chicken Mini Kieves,Bites
46396,Chopsuey Special Fried Noodles,Noodles
46403,Crispy Fried Rice,Rice
46404,Chocolate Mousse 55g,Desserts
46405,Spicy Chicken Rotti Sandwich,Roti
46415,Kulfi Royale (350 ml),Ice Cream
46416,(3) Gulab Jamun,Indian Sweets
46420,Mixed Fried Noodle,Noodles
46422,Ghee rice Kidu Beef,Rice
46424,Coffee Crunch (350 ml),Ice Cream
46427,Sauteed Mushroom (Vegan),Stir Fry
46428,Chicken Fried Noodle,Noodles
46429,Fish Rolls (3),Short eats
46430,(12) Gulab Jamun,Indian Sweets
46433,Ghee Rice Kidu Chicken,Rice
46439,Espresso Double,Coffee
46441,Spicy Fish Rotti Sandwich,Roti
46442,Chicken Biriyani - Large (6 ppl),Biriyani
46455,Grilled Vegetable Submarine & Cheese,Submarine
46458,Quarter Chicken Palandi,Curry
46460,Beef Biriyani Large (6 ppl),Biriyani
46463,Chicken Set Menu Pastas,Pasta
46464,Waffle with Butterscotch,Waffles
46468,Thai Special Mixed Fried Noodles,Noodles
46472,Boneless Mutton String Hopper Kottu,Kottu
46473,Fish White Rice,Rice
46474,White Barfi (2pcs),Indian Sweets
46477,Wattalapan,Desserts
46478,Sublime Lemongrass Sorbet,Ice Cream
46481,Seekh Kebab (Beef),Bites
46487,Dates Barfi (2pcs),Indian Sweets
46489,Egg White Rice,Rice
46494,Creamy Cheese Pasta Chicken,Pasta
46499,Prawn Omlette,Seafood
46500,Beef White Rice,Rice
46503,Fruit Barfi (2pcs),Indian Sweets
46507,Sprat Rice & Curry,Rice
46512,Red Rice & Curry - Vegetable,Rice
46513,Creamy Chees Pasta Sea Food,Pasta
46519,Vegetable White Rice,Rice
46527,Prawn Rice & Curry,Rice
46528,Drumlets (8),Bites
46531,Orange Flavored Drink,Fruit Juice
46532,Dry Fish Rice,Rice
46534,Fried Kankun in Garlic Sauce,Stir Fry
46536,Vegetable (Paneer) Rice & Curry,Rice
46537,Special Peanut Barfi (2pcs),Indian Sweets
46540,Fudgy Oreo (6),Desserts
46550,Prawns String Hopper Kottu,Kottu
46551,Waffle with Butterscotch & Banana,Waffles
46553,Fish Set Menu Pastas,Pasta
46556,Peanut Butter Cookie (6),Desserts
46563,Stir Fried Green Beans with Mushrooms,Stir Fry
46571,Beef Set Menu Pastas,Pasta
46574,Cuttlefish String Hopper Kottu,Kottu
46575,Dark & Orange Chocolate (6),Desserts
46576,Sausage Rice & Curry,Rice
46582,Mango Dosi - 250g,Desserts
46584,Seafood Pastas,Pasta
46588,Fried Sweet and Sour Chicken,Stir Fry
46594,Quarter Chicken Masala,Curry
46596,Dark & White Chocolate (6),Desserts
46598,Rice & Curry,Curry
46603,Nasi Pastas,Pasta
46606,(1/4) Chicken Curry,Curry
46610,Chilli Chicken with Cashew nuts & Spring Onion,Stir Fry
46613,Spicy Chicken Pastas,Pasta
46615,Strawberry Cream Swirl (6),Desserts
46619,Pineapple Dosi - 250g,Desserts
46620,Mixed String Hopper Kottu,Kottu
46626,Red Rice & Curry - Fish,Rice
46629,Pasta with Chicken & Cheese,Pasta
46630,Diced Chicken with Hot Garlic Sauce,Stir Fry
46631,Rocky Road (6),Desserts
46633,Chicken Set Menu (2),Rice
46635,Mint Swirl (6),Desserts
46636,Vegetable Pittu Kottu,Kottu
46639,Special Boondi (500g),Indian Sweets
46644,Chicken Wings in Hot and Spicy Sauce,Bites
46649,Mocha Cream Cheese (6),Desserts
46651,Kiri Maalu,Curry
46653,Egg Pittu Kottu,Kottu
46658,Deep Fried Chicken with Onion Sambol,Bites
46660,Beef Rice & Curry (2),Rice
46663,Maalu Mirisata,Curry
46664,Chocolate Mousse (Medium Box),Desserts
46665,Chicken Pittu Kottu,Kottu
46669,Home Made Biscuit Pudding,Desserts
46672,Fish Pittu Kottu,Kottu
46676,Cream Cheese Swirl (6),Desserts
46678,Kaju Mixture 200G Pkt,Indian Sweets
46681,Pan Fried Chicken with Fresh Lemon Sauce,Stir Fry
46686,(1/4) Roast Chicken Biriyani,Biriyani
46688,Beef Pittu Kottu,Kottu
46690,Potato Devilled ,Stir Fry
46692,Gift Box Classic Nuttella Brownie (500g),Desserts
46693,Fish & Beef Rice & Curry,Rice
46697,Special Almond Musket 500g (10pcsBox),Indian Sweets
46700,Chicken with Kan-Kung,Stir Fry
46702,Red Rice & Curry - Fried Fish,Rice
46707,Gift Box Classic Cashew Nut Brownie (500g),Desserts
46708,Garlic Curry (2) Portions,Curry
46709,Prawns Pittu Kottu,Kottu
46710,Chicken & Beef Rice & Curry,Rice
46711,Deep Fried Chicken in BBQ sauce,Bites
46713,Rice Dosai (2),Dosa
46721,Chocolate Biscuit Pudding Delight - Small,Desserts
46723,Cuttlefish Pittu Kottu,Kottu
46724,Chocolate Biscuit Pudding - 70g,Desserts
46732,Chocolate Biscuit Pudding Delight - Medium,Desserts
46735,Milk Butter Musket 500g (10pcs Box),Indian Sweets
46736,Chocolate Biscuit Pudding - Serves for 3,Desserts
46737,Seafood Pittu Kottu,Kottu
46740,Diced Chicken with Mushroom and Vegetable,Stir Fry
46741,Chocolate Biscuit Pudding Delight - Large,Desserts
46742,Sprats Curry (Halmassa),Curry
46744,Ghee Boondhi 500g,Indian Sweets
46747,Fruit Musket 500g   (10pcs B0x),Indian Sweets
46750,Pasta with Egg,Pasta
46752,Chocolate Biscuit Pudding - Serves for 6,Desserts
46753,Ghee Jilebi 500g,Indian Sweets
46754,Fried Rice with Chicken - Full,Rice
46757,Soy Curry,Curry
46760,Chocolate Mousse - Supreme,Desserts
46762,Nuts Musket 500g (10pcs Box),Indian Sweets
46768,Butter Fried Chicken with Tomato Sauce,Bites
46769,Nutella Chocolate Biscuit Pudding (Serve for 3),Desserts
46770,Mixed Pittu Kottu,Kottu
46772,Fried Rice with Fish - Full,Rice
46773,Ghee Jilebi 250g,Indian Sweets
46777,Kiribath with Lunumiris,Rice
46781,Chocolate Mousse - Medium,Desserts
46783,Special Sweet Box 500g,Indian Sweets
46786,Nutella Chocolate Biscuit Pudding (Serve for 6),Desserts
46788,Kurakkan Dosai,Dosa
46794,Chocolate Mousse - Large,Desserts
46796,Chicken Mixed Mongolian Rice,Rice
46800,Fried Fish in Hot Garlic Sauce,Stir Fry
46808,Tiramisu - Medium,Desserts
46814,Almond Barfi  2pc,Indian Sweets
46818,(2) Butter Naan with Beef Masala,Roti
46819,Atta Dosai,Dosa
46823,Tiramisu - Large,Desserts
46830,Sadha Dosai,Dosa
46832,(2) Plain Naan with Chicken Masala,Roti
46836,Fruit Trifle - Medium,Desserts
46839,Haldirams Soan Papdi (250g),Indian Sweets
46840,Chicken Meat Ball Kotthu,Kottu
46845,Sweet and Sour Fish,Stir Fry
46853,(2) Plain Naan with Channa Masala,Roti
46854,Chicken Pasta Kotthu,Kottu
46856,Fruit Trifle - Large,Desserts
46859,Chocolate Barfi 2pc,Indian Sweets
